,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
67,Eritrea,39,0,0,0,30,0
68,Estonia,1720,0,56,0,273,0
69,Ethiopia,191,0,4,0,93,0
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,14,0
73,Finland,5673,0,255,0,3500,0
74,France,173040,0,25949,0,54076,0
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,504,0,8,0,110,0
79,Gambia,18,0,1,0,9,0
80,Georgia,615,0,9,0,275,0
81,Germany,169430,0,7392,0,141700,0
82,Ghana,3091,0,18,0,303,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2678,0,148,0,1374,0
85,Greenland,0,0,0,0,0,0
86,Grenada,21,0,0,0,13,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,832,0,23,0,90,0
90,Guernsey,0,0,0,0,0,0
91,Guinea,1927,0,11,0,629,0
92,Guinea-Bissau,564,0,2,0,25,0
93,Guyana,93,0,10,0,27,0
94,Haiti,129,0,12,0,16,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),12,0,0,0,2,0
97,Honduras,1685,0,105,0,154,0
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,3150,0,383,0,801,0
100,Iceland,1801,0,10,0,1755,0
101,India,56351,0,1889,0,16776,0
102,Indonesia,12776,0,930,0,2381,0
103,"Iran, Islamic Republic of",103135,0,6486,0,82744,0
104,Iraq,2543,0,102,0,1626,0
105,Ireland,22385,0,1403,0,17110,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,16381,0,240,0,10873,0
108,Italy,215858,0,29958,0,96276,0
109,Jamaica,488,0,9,0,58,0
110,Japan,15477,0,577,0,4918,0
111,Jersey,0,0,0,0,0,0
112,Jordan,494,0,9,0,381,0
113,Kazakhstan,4578,0,30,0,1518,0
114,Kenya,607,0,29,0,197,0
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10822,0,256,0,9484,0
118,Kuwait,6567,0,44,0,2381,0
119,Kyrgyzstan,895,0,12,0,637,0
120,Lao PDR,19,0,0,0,9,0
121,Latvia,909,0,18,0,464,0
122,Lebanon,784,0,25,0,220,0
123,Lesotho,0,0,0,0,0,0
124,Liberia,189,0,20,0,79,0
125,Libya,64,0,3,0,24,0
126,Liechtenstein,82,0,1,0,55,0
127,Lithuania,1433,0,49,0,739,0
128,Luxembourg,3859,0,100,0,3505,0
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1572,0,89,0,1079,0
131,Madagascar,193,0,0,0,101,0
132,Malawi,43,0,3,0,14,0
133,Malaysia,6467,0,107,0,4776,0
134,Maldives,648,0,3,0,20,0
135,Mali,650,0,32,0,271,0
136,Malta,486,0,5,0,413,0
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,8,0,1,0,6,0
140,Mauritius,332,0,10,0,320,0
141,Mayotte,0,0,0,0,0,0
142,Mexico,29616,0,2961,0,17781,0
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,4605,0,145,0,1747,0
145,Monaco,95,0,4,0,82,0
146,Mongolia,41,0,0,0,13,0
147,Montenegro,324,0,8,0,265,0
148,Montserrat,0,0,0,0,0,0
149,Morocco,5548,0,183,0,2179,0
150,Mozambique,81,0,0,0,24,0
151,Myanmar,176,0,6,0,62,0
152,Namibia,16,0,0,0,9,0
153,Nauru,0,0,0,0,0,0
154,Nepal,101,0,0,0,22,0
155,Netherlands,41774,0,5288,0,0,0
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1490,0,21,0,1347,0
159,Nicaragua,16,0,5,0,7,0
160,Niger,781,0,42,0,586,0
161,Nigeria,3526,0,107,0,601,0
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,8034,0,217,0,32,0
166,Oman,2958,0,15,0,980,0
167,Pakistan,24644,0,585,0,6464,0
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,375,0,2,0,176,0
170,Panama,7868,0,225,0,886,0
171,Papua New Guinea,8,0,0,0,8,0
172,Paraguay,462,0,10,0,148,0
173,Peru,58526,0,1627,0,18388,0
174,Philippines,10343,0,685,0,1618,0
175,Pitcairn,0,0,0,0,0,0
176,Poland,15047,0,755,0,4862,0
177,Portugal,26715,0,1105,0,2258,0
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,18890,0,12,0,2286,0
180,Republic of Kosovo,861,0,27,0,562,0
181,Romania,14499,0,888,0,6144,0
182,Russian Federation,177160,0,1625,0,23803,0
183,Rwanda,271,0,0,0,133,0
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,15,0,0,0,12,0
187,Saint Lucia,18,0,0,0,17,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,17,0,0,0,9,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,622,0,41,0,106,0
194,Sao Tome and Principe,187,0,4,0,4,0
195,Saudi Arabia,33731,0,219,0,7798,0
196,Senegal,1492,0,13,0,562,0
197,Serbia,9848,0,206,0,2160,0
198,Seychelles,11,0,0,0,8,0
199,Sierra Leone,231,0,16,0,54,0
200,Singapore,20939,0,20,0,1712,0
201,Slovakia,1445,0,26,0,806,0
202,Slovenia,1449,0,99,0,247,0
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,928,0,44,0,106,0
205,South Africa,8232,0,161,0,3153,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,74,0,0,0,0,0
208,Spain,221447,0,26070,0,128511,0
209,Sri Lanka,824,0,9,0,232,0
210,Sudan,930,0,52,0,92,0
211,Suriname,10,0,1,0,9,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,153,0,2,0,12,0
214,Sweden,24623,0,3040,0,4971,0
215,Switzerland,30126,0,1810,0,25900,0
216,Syrian Arab Republic (Syria),45,0,3,0,27,0
217,"Taiwan, Republic of China",440,0,6,0,347,0
218,Tajikistan,461,0,12,0,0,0
219,"Tanzania, United Republic of",480,0,16,0,167,0
220,Thailand,2992,0,55,0,2772,0
221,Timor-Leste,24,0,0,0,21,0
222,Togo,135,0,9,0,85,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,116,0,8,0,103,0
226,Tunisia,1026,0,44,0,600,0
227,Turkey,133721,0,3641,0,82984,0
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,101,0,0,0,55,0
233,Ukraine,13691,0,340,0,2396,0
234,United Arab Emirates,16240,0,165,0,3572,0
235,United Kingdom,206715,0,30615,0,0,0
236,United States of America,1257023,0,75662,0,195036,0
237,Uruguay,684,0,17,0,492,0
238,Uzbekistan,2298,0,10,0,1656,0
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),381,0,10,0,185,0
241,Viet Nam,288,0,0,0,233,0
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,5,0
245,Yemen,25,0,5,0,1,0
246,Zambia,153,0,4,0,103,0
247,Zimbabwe,34,0,4,0,5,0
