,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
189,Saint Vincent and Grenadines,17,0,0,0,9,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,589,7,41,0,92,6
194,Sao Tome and Principe,174,151,3,0,4,0
195,Saudi Arabia,30251,1595,200,9,5431,955
196,Senegal,1329,58,11,1,470,55
197,Serbia,9677,120,200,3,1723,149
198,Seychelles,11,0,0,0,8,2
199,Sierra Leone,199,21,11,2,43,6
200,Singapore,19410,632,18,0,1519,62
201,Slovakia,1421,8,25,0,741,98
202,Slovenia,1445,6,98,1,244,3
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,835,79,38,3,75,14
205,South Africa,7572,352,148,10,2746,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,52,6,0,0,0,0
208,Spain,219329,1318,25613,185,123486,2143
209,Sri Lanka,771,20,9,1,213,19
210,Sudan,778,100,45,4,70,9
211,Suriname,10,0,1,0,9,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,119,3,1,0,12,0
214,Sweden,23216,495,2854,85,4074,0
215,Switzerland,30009,28,1795,11,25400,200
216,Syrian Arab Republic (Syria),44,0,3,0,27,0
217,"Taiwan, Republic of China",438,0,6,0,334,0
218,Tajikistan,293,63,5,2,0,0
219,"Tanzania, United Republic of",480,0,16,0,167,0
220,Thailand,2988,1,54,0,2747,7
221,Timor-Leste,24,0,0,0,20,0
222,Togo,128,2,9,0,74,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,116,0,8,0,102,3
226,Tunisia,1022,4,43,0,482,76
227,Turkey,129491,1832,3520,59,73285,5119
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,98,1,0,0,55,0
233,Ukraine,12697,366,316,13,1875,256
234,United Arab Emirates,15192,462,146,9,3153,187
235,United Kingdom,194990,4406,29427,693,0,0
236,United States of America,1203892,23517,71043,2121,187180,0
237,Uruguay,670,13,17,0,468,21
238,Uzbekistan,2207,18,10,0,1501,96
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),361,4,10,0,158,0
241,Viet Nam,271,0,0,0,232,13
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,5,0
245,Yemen,22,10,4,2,1,0
246,Zambia,138,1,3,0,92,14
247,Zimbabwe,34,0,4,0,5,0
