,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
93,Lebanon,4885,155,62,1,1795,34
94,Lesotho,718,16,19,5,173,2
95,Liberia,1207,18,77,2,673,0
96,Libya,3837,146,83,3,623,4
97,Liechtenstein,89,1,1,0,85,0
98,Lithuania,2110,17,80,0,1644,0
99,Luxembourg,6855,62,117,1,5192,0
100,"Macedonia, Republic of",11054,163,497,4,6882,184
101,Madagascar,11528,255,114,7,8444,335
102,Malawi,4231,45,123,3,1919,5
103,Malaysia,8999,14,125,0,8664,17
104,Maldives,4164,215,18,1,2643,30
105,Mali,2541,6,124,0,1943,6
106,Malta,860,15,9,0,666,1
107,Mauritania,6323,4,157,0,5115,72
108,Mauritius,344,0,10,0,332,0
109,Mexico,439046,4853,47746,274,342527,7660
110,Moldova,25362,249,791,3,17816,245
111,Monaco,120,0,4,0,105,0
112,Mongolia,293,0,0,0,230,0
113,Montenegro,3258,60,51,1,1445,152
114,Morocco,25537,522,382,15,18435,475
115,Mozambique,1946,39,13,1,654,9
116,Myanmar,353,0,6,0,298,1
117,Namibia,2294,70,11,0,187,16
118,Nepal,20332,246,57,1,14603,111
119,Netherlands,55408,387,6169,2,206,6
120,New Zealand,1567,2,22,0,1518,0
121,Nicaragua,3672,0,116,0,2492,0
122,Niger,1147,11,69,0,1032,4
123,Nigeria,43841,304,888,5,20308,221
124,Norway,9268,15,255,0,8752,0
125,Oman,79159,0,421,0,61421,0
126,Pakistan,279699,1394,5976,25,248577,1400
127,Palestinian Territory,12297,137,84,1,5390,66
128,Panama,67453,1070,1471,22,41038,957
129,Papua New Guinea,110,19,2,0,34,0
130,Paraguay,5644,159,52,0,3966,180
131,Peru,428850,21358,19614,593,294187,7060
132,Philippines,103185,4953,2059,20,65557,292
133,Poland,46894,548,1731,10,34709,335
134,Portugal,51463,153,1738,1,36984,201
135,Qatar,111107,196,177,3,107779,201
136,Republic of Kosovo,8799,695,249,37,4863,400
137,Romania,53186,1075,2413,34,27592,246
138,Russian Federation,849277,5387,14104,70,648961,3645
139,Rwanda,2062,20,5,0,1144,25
140,Saint Kitts and Nevis,17,0,0,0,16,0
141,Saint Lucia,25,0,0,0,22,0
142,Saint Vincent and Grenadines,55,1,0,0,45,1
143,San Marino,699,0,42,0,657,0
144,Sao Tome and Principe,874,0,15,0,787,5
145,Saudi Arabia,278835,1357,2917,30,240081,2533
146,Senegal,10344,60,209,0,6838,16
147,Serbia,26193,311,590,8,0,0
148,Seychelles,114,0,0,0,39,0
149,Sierra Leone,1843,20,67,0,1375,13
150,Singapore,52825,313,27,0,46926,186
151,Slovakia,2344,7,29,0,1742,0
152,Slovenia,2180,9,120,1,1826,5
153,Somalia,3220,8,93,0,1598,36
154,South Africa,511485,8195,8366,213,347227,4766
155,South Sudan,2429,77,46,0,1175,0
156,Spain,288522,0,28445,0,150376,0
157,Sri Lanka,2823,8,11,0,2514,75
158,Sudan,11738,0,752,0,6137,0
159,Suriname,1849,89,27,1,1194,33
160,Swaziland,2775,69,43,0,1214,0
161,Sweden,80422,0,5743,0,0,0
162,Switzerland,35550,138,1981,0,31500,200
163,Syrian Arab Republic (Syria),809,29,44,1,256,19
164,"Taiwan, Republic of China",475,1,7,0,441,0
165,Tajikistan,7495,44,61,1,6276,43
166,"Tanzania, United Republic of",509,0,21,0,183,0
167,Thailand,3317,5,58,0,3142,7
168,Timor-Leste,24,0,0,0,24,0
169,Togo,961,3,19,0,660,13
170,Trinidad and Tobago,182,9,8,0,132,0
171,Tunisia,1561,9,51,0,1221,4
172,Turkey,232856,987,5728,18,216494,978
173,Uganda,1182,6,4,0,1045,0
174,Ukraine,73761,1152,1749,16,40755,239
175,United Arab Emirates,60999,239,351,0,54615,360
176,United Kingdom,306309,747,46286,8,1444,3
177,United States of America,4667955,47511,154860,413,1468689,6804
178,Uruguay,1286,8,36,1,1011,7
179,Uzbekistan,25336,553,151,4,15833,534
180,Venezuela (Bolivarian Republic),20206,763,174,5,11404,275
181,Viet Nam,621,31,6,3,373,0
182,Western Sahara,10,0,1,0,8,0
183,Yemen,1734,4,497,3,862,0
184,Zambia,6347,119,170,5,4493,363
185,Zimbabwe,3921,262,70,1,1016,5
